Recency,Frequency,Monetary,Cluster
40,35,548415.0,0
297,12,188040.0,1
19,81,1269351.0,0
88,138,2162874.0,0
73,135,2115990.0,0
81,21,329175.0,0
9,216,3386016.0,0
49,33,517341.0,0
53,12,188136.0,0
24,110,1724690.0,0
9,78,1223040.0,0
18,67,1050627.0,0
117,10,156830.0,0
9,168,2635416.0,0
120,9,141201.0,0
4,19,298110.0,0
252,2,31382.0,1
28,12,188304.0,0
1,79,1239826.0,0
267,22,345290.0,1
33,174,2731104.0,0
18,18,282582.0,0
172,89,1397300.0,1
2,230,3611230.0,0
265,5,78515.0,1
140,117,1837368.0,0
201,6,94230.0,1
60,59,926654.0,0
35,205,3219935.0,0
41,282,4429656.0,3
284,6,94254.0,1
9,53,832736.0,0
143,20,314260.0,0
12,34,534276.0,0
146,117,1838772.0,0
234,7,110019.0,1
33,932,14650108.0,3
24,128,2012160.0,0
12,84,1320564.0,0
36,70,1100540.0,0
365,38,597474.0,1
201,12,188688.0,1
15,32,503200.0,0
17,301,4733827.0,3
49,4,62912.0,0
198,6,94374.0,1
66,73,1148290.0,0
212,14,220248.0,1
283,10,157330.0,1
115,26,409084.0,0
15,79,1243223.0,0
19,176,2769888.0,0
66,8,125912.0,0
49,9,141660.0,0
16,86,1353898.0,0
78,3,47232.0,0
9,65,1023425.0,0
134,29,456634.0,0
13,90,1417230.0,0
40,20,314960.0,0
235,15,236235.0,1
3,293,4614750.0,3
40,406,6395312.0,3
305,1,15753.0,1
51,29,456866.0,0
1,149,2347495.0,0
61,191,3009396.0,0
66,45,709065.0,0
25,9,141822.0,0
218,7,110313.0,1
65,37,583194.0,0
32,63,993069.0,0
81,188,2963632.0,0
64,11,173426.0,0
116,28,441504.0,0
7,147,2318043.0,0
6,10,157730.0,0
69,25,394350.0,0
245,7,110425.0,1
133,18,283968.0,0
241,22,347094.0,1
184,29,457620.0,1
25,21,331401.0,0
10,44,694408.0,0
11,14,220962.0,0
30,87,1373295.0,0
44,279,4404294.0,0
26,200,3157400.0,0
358,25,394725.0,1
10,34,536860.0,0
44,76,1200116.0,0
9,13,205309.0,0
150,42,663390.0,1
1,134,2116664.0,0
113,8,126376.0,0
76,98,1548302.0,0
107,117,1848600.0,0
46,69,1090269.0,0
143,3,47406.0,1
51,8,126424.0,0
1,274,4330296.0,3
23,305,4820525.0,3
46,31,489986.0,0
50,48,758736.0,0
306,197,3114176.0,1
36,43,679787.0,0
79,112,1770720.0,0
17,139,2197729.0,0
107,41,648292.0,0
208,40,632520.0,1
3,74,1170236.0,0
64,49,774935.0,0
49,123,1945737.0,0
320,17,268940.0,1
44,62,980902.0,0
3,33,522126.0,0
337,17,268991.0,1
172,20,316500.0,1
51,69,1091994.0,0
73,134,2120818.0,0
99,51,807279.0,0
29,41,649030.0,0
58,67,1060677.0,0
254,54,854928.0,1
70,272,4306848.0,0
44,50,791750.0,0
45,12,190032.0,0
65,24,380088.0,0
11,169,2676622.0,0
25,65,1029535.0,0
59,28,443520.0,0
64,50,792050.0,0
304,8,126744.0,1
46,11,174284.0,0
18,140,2218300.0,0
38,22,348634.0,0
19,93,1474050.0,0
187,22,348744.0,1
52,30,475590.0,0
4,138,2187852.0,0
137,80,1268400.0,0
4,636,10084416.0,3
19,14,221998.0,0
16,188,2981304.0,0
41,139,2204540.0,0
12,541,8580801.0,3
8,147,2331714.0,0
26,18,285534.0,0
22,24,380736.0,0
41,40,634600.0,0
101,43,682238.0,0
5,461,7314687.0,3
277,15,238035.0,1
33,74,1174380.0,0
15,108,1714176.0,0
63,137,2174738.0,0
2,128,2032256.0,0
369,97,1540360.0,1
312,32,508192.0,1
199,24,381168.0,1
2,49,778267.0,0
93,18,285930.0,0
60,12,190632.0,0
80,14,222432.0,0
157,85,1350565.0,1
227,60,953460.0,1
253,37,588078.0,1
150,11,174845.0,1
194,22,349734.0,1
1,85,1351330.0,0
369,4,63596.0,1
24,47,747300.0,0
17,111,1765011.0,0
10,75,1192725.0,0
8,30,477120.0,0
20,151,2401806.0,0
4,226,3594982.0,0
174,7,111363.0,1
1,266,4232060.0,0
178,19,302328.0,1
16,156,2482896.0,0
248,12,191004.0,1
191,40,636720.0,1
20,122,1942118.0,0
154,60,955200.0,1
173,24,382104.0,1
372,12,191064.0,1
373,21,334383.0,1
194,12,191100.0,1
67,21,334530.0,0
4,119,1895908.0,0
21,74,1179042.0,0
239,12,191220.0,1
64,7,111559.0,0
112,18,286884.0,0
90,77,1227303.0,0
311,2,31880.0,1
134,14,223188.0,0
277,6,95664.0,1
365,2,31890.0,1
83,29,462463.0,0
8,60,956880.0,0
17,19,303031.0,0
2,102,1626900.0,0
1,43,685893.0,0
34,84,1339968.0,0
15,102,1627206.0,0
24,185,2951675.0,0
32,42,670194.0,0
74,7,111706.0,0
20,28,446964.0,0
17,111,1772115.0,0
23,80,1277360.0,0
3,21,335349.0,0
304,11,175670.0,1
18,35,558985.0,0
236,6,95838.0,1
39,177,2827398.0,0
84,24,383400.0,0
165,96,1533696.0,1
17,65,1038505.0,0
77,49,782922.0,0
89,43,687140.0,0
25,97,1550157.0,0
22,112,1790096.0,0
3,263,4203792.0,0
123,38,607430.0,0
30,14,223804.0,0
12,128,2046336.0,0
19,26,415688.0,0
44,52,831480.0,0
4,3,47976.0,0
9,551,8812143.0,3
55,32,511808.0,0
88,128,2047488.0,0
37,507,8110986.0,3
3,9,144000.0,0
30,103,1648309.0,0
12,201,3217005.0,0
211,8,128048.0,1
48,381,6098667.0,3
24,33,528264.0,0
22,82,1312738.0,0
246,79,1264790.0,1
8,210,3362310.0,0
35,94,1505128.0,0
4,151,2417963.0,0
36,141,2257974.0,0
4,183,2930745.0,0
3,226,3619616.0,0
47,32,512544.0,0
39,28,448504.0,0
2,165,2643135.0,0
17,46,736920.0,0
260,71,1137562.0,1
46,101,1618323.0,0
12,63,1009512.0,0
30,28,448700.0,0
43,32,512832.0,0
92,17,272459.0,0
39,270,4327830.0,0
310,29,464870.0,1
92,98,1571038.0,0
6,1143,18325719.0,3
196,22,352748.0,1
87,55,881980.0,0
270,39,625443.0,1
8,28,449064.0,0
65,65,1042600.0,0
31,6,96246.0,0
22,74,1187108.0,0
38,39,625677.0,0
120,83,1331735.0,0
86,9,144432.0,0
40,299,4798651.0,3
174,10,160500.0,1
54,34,545768.0,0
33,84,1348452.0,0
145,70,1123780.0,0
221,8,128440.0,1
45,66,1059696.0,0
4,134,2151638.0,0
66,178,2858502.0,0
269,1,16061.0,1
10,64,1027968.0,0
260,23,369449.0,1
365,73,1172745.0,1
17,101,1622666.0,0
22,33,530310.0,0
45,21,337491.0,0
288,23,369656.0,1
292,2,32146.0,1
3,131,2105956.0,0
284,1,16078.0,1
17,21,337659.0,0
82,11,176880.0,0
56,223,3586063.0,0
101,31,498573.0,0
299,38,611192.0,1
23,167,2686195.0,0
59,40,643440.0,0
155,18,289638.0,1
99,53,852876.0,0
107,1,16093.0,0
12,67,1078298.0,0
264,12,193152.0,1
240,10,160970.0,1
88,67,1078566.0,0
50,39,627861.0,0
9,83,1336383.0,0
42,57,917814.0,0
7,48,772944.0,0
62,28,450912.0,0
249,13,209365.0,1
66,6,96636.0,0
18,31,499317.0,0
85,49,789292.0,0
219,18,289962.0,1
45,342,5509620.0,3
143,16,257792.0,0
183,30,483390.0,1
171,8,128912.0,1
10,279,4496085.0,3
206,35,564060.0,1
190,30,483510.0,1
8,16,257904.0,0
59,32,515840.0,0
57,204,3288684.0,0
73,38,612636.0,0
52,16,257968.0,0
316,16,257984.0,1
367,13,209625.0,1
29,117,1886742.0,0
39,40,645080.0,0
18,89,1435392.0,0
52,78,1258218.0,0
4,365,5888545.0,3
22,38,613092.0,0
263,21,338835.0,1
60,37,597032.0,0
368,1,16138.0,1
19,31,500309.0,0
53,37,597180.0,0
88,30,484230.0,0
250,37,597254.0,1
3,118,1904874.0,0
247,1,16144.0,1
9,237,3826365.0,0
157,29,468234.0,1
134,22,355234.0,0
296,1,16148.0,1
5,18,290682.0,0
39,136,2196400.0,0
269,29,468408.0,1
50,89,1437617.0,0
9,137,2213372.0,0
16,19,306983.0,0
282,14,226226.0,1
64,22,355520.0,0
2,499,8064339.0,3
252,2,32324.0,1
225,7,113141.0,1
17,35,565740.0,0
11,99,1600632.0,0
8,85,1374365.0,0
51,127,2053590.0,0
59,3,48513.0,0
95,69,1115868.0,0
16,87,1407051.0,0
126,23,372002.0,0
94,58,938150.0,0
50,15,242655.0,0
138,8,129424.0,0
61,11,177969.0,0
100,176,2847680.0,0
73,11,177991.0,0
72,28,453096.0,0
67,15,242745.0,0
64,46,744464.0,0
17,31,501735.0,0
23,219,3544734.0,0
32,297,4807539.0,3
45,67,1084596.0,0
16,11,178079.0,0
40,6,97140.0,0
3,151,2444841.0,0
237,19,307667.0,1
75,15,242970.0,0
4,172,2786400.0,0
3,115,1863115.0,0
361,18,291636.0,1
59,36,583308.0,0
23,50,810200.0,0
31,97,1571885.0,0
55,63,1020978.0,0
25,19,307933.0,0
45,66,1069728.0,0
89,46,745614.0,0
2,123,1993830.0,0
81,24,389064.0,0
19,43,697116.0,0
79,6,97278.0,0
171,44,713416.0,1
81,14,227010.0,0
267,37,599992.0,1
235,19,308123.0,1
30,90,1459620.0,0
37,95,1540995.0,0
318,122,1979084.0,1
57,96,1557504.0,0
45,134,2174150.0,0
203,8,129808.0,1
219,7,113589.0,1
87,47,762763.0,0
190,35,568050.0,1
33,38,616816.0,0
71,25,405825.0,0
41,48,779280.0,0
78,20,324720.0,0
57,21,341019.0,0
8,142,2306080.0,0
10,655,10637855.0,3
8,293,4758906.0,3
34,51,828393.0,0
212,91,1478204.0,1
24,93,1510785.0,0
170,16,259952.0,1
62,7,113736.0,0
53,69,1121181.0,0
261,24,390000.0,1
366,21,341292.0,1
32,124,2015372.0,0
17,274,4453870.0,3
258,14,227584.0,1
177,2,32514.0,1
45,135,2194830.0,0
51,18,292680.0,0
17,119,1935059.0,0
361,3,48786.0,1
9,260,4228900.0,0
74,61,992226.0,0
71,45,732060.0,0
353,54,878580.0,1
3,131,2131501.0,0
117,25,406800.0,0
373,65,1057810.0,1
197,33,537075.0,1
177,6,97656.0,1
23,25,406950.0,0
21,108,1758132.0,0
72,17,276777.0,0
340,11,179102.0,1
6,168,2735544.0,0
31,103,1677252.0,0
170,8,130296.0,1
117,19,309548.0,0
9,120,1955160.0,0
10,79,1287305.0,0
213,23,374831.0,1
23,27,440046.0,0
108,12,195624.0,0
26,167,2722601.0,0
139,22,358710.0,0
214,44,717464.0,1
38,4,65232.0,0
92,44,717596.0,0
18,37,603507.0,0
3,16,261008.0,0
331,14,228410.0,1
64,156,2545296.0,0
120,69,1125873.0,0
35,19,310042.0,0
218,3,48957.0,1
172,56,913920.0,1
72,16,261136.0,0
1,37,603914.0,0
196,1,16323.0,1
128,111,1811964.0,0
44,20,326500.0,0
6,301,4914126.0,3
14,317,5175659.0,3
18,41,669530.0,0
28,152,2482464.0,0
8,45,734985.0,0
37,10,163370.0,0
157,11,179718.0,1
284,18,294102.0,1
107,141,2303940.0,0
25,84,1372644.0,0
75,15,245130.0,0
16,43,702749.0,0
158,2,32688.0,1
44,37,604765.0,0
11,85,1389495.0,0
32,222,3629256.0,0
291,9,147141.0,1
21,60,981000.0,0
333,8,130808.0,1
18,28,457856.0,0
4,94,1537182.0,0
63,39,637806.0,0
198,32,523392.0,1
33,34,556138.0,0
1,110,1799380.0,0
7,70,1145130.0,0
5,645,10552200.0,3
10,104,1701544.0,0
32,86,1407132.0,0
53,5,81815.0,0
12,52,850928.0,0
18,51,834615.0,0
19,18,294588.0,0
37,127,2078609.0,0
2,69,1129392.0,0
18,117,1915173.0,0
82,221,3617770.0,0
33,92,1506224.0,0
66,109,1784766.0,0
9,125,2047000.0,0
267,5,81885.0,1
247,23,376694.0,1
4,109,1785311.0,0
61,31,507780.0,0
75,98,1605534.0,0
90,33,540672.0,0
60,57,933945.0,0
29,81,1327266.0,0
323,4,65548.0,1
53,35,573615.0,0
270,43,704856.0,1
2,355,5819515.0,3
50,100,1639400.0,0
61,206,3377370.0,0
145,86,1410228.0,0
19,72,1180728.0,0
95,29,475600.0,0
1,198,3247398.0,0
265,57,934914.0,1
302,15,246045.0,1
70,23,377292.0,0
302,5,82025.0,1
19,59,967954.0,0
13,168,2756376.0,0
36,231,3790479.0,0
19,44,722084.0,0
54,30,492360.0,0
57,31,508803.0,0
22,7,114898.0,0
44,47,771505.0,0
27,73,1198368.0,0
45,95,1559710.0,0
113,51,837369.0,0
17,399,6552378.0,3
25,18,295614.0,0
191,6,98544.0,1
302,21,344925.0,1
2,353,5798378.0,3
263,9,147843.0,1
81,1,16428.0,0
106,2,32858.0,0
57,6,98580.0,0
213,76,1248756.0,1
64,8,131456.0,0
28,17,279361.0,0
29,107,1758438.0,0
6,132,2169816.0,0
8,282,4636080.0,3
67,24,394584.0,0
2,171,2811582.0,0
46,86,1414184.0,0
34,63,1036035.0,0
1,4,65784.0,0
136,34,559198.0,0
198,19,312512.0,1
191,43,707307.0,1
150,11,180950.0,1
88,14,230314.0,0
45,3,49362.0,0
64,99,1629045.0,0
99,110,1810160.0,0
218,9,148113.0,1
3,202,3324516.0,0
28,132,2172720.0,0
178,32,526752.0,1
64,4,65848.0,0
21,85,1399355.0,0
20,230,3786720.0,0
34,146,2404036.0,0
74,2,32936.0,0
24,171,2816199.0,0
52,165,2717550.0,0
275,13,214123.0,1
165,19,312987.0,1
7,345,5683530.0,3
88,28,461300.0,0
64,146,2405642.0,0
25,17,280126.0,0
10,35,576765.0,0
76,53,873440.0,0
16,18,296676.0,0
192,19,313177.0,1
174,26,428584.0,1
77,42,692370.0,0
33,31,511128.0,0
47,39,643149.0,0
73,62,1022566.0,0
297,50,824700.0,1
3,88,1451560.0,0
9,97,1600112.0,0
50,136,2243592.0,0
161,16,263968.0,1
360,22,362978.0,1
5,11,181500.0,0
107,86,1419258.0,0
25,83,1369832.0,0
32,4,66020.0,0
20,3,49518.0,0
297,13,214617.0,1
372,13,214630.0,1
22,159,2625249.0,0
5,35,577955.0,0
52,111,1833165.0,0
30,6,99096.0,0
277,17,280789.0,1
61,42,693756.0,0
25,13,214747.0,0
186,157,2593640.0,1
2,298,4923854.0,3
2,200,3305000.0,0
172,15,247890.0,1
81,14,231378.0,0
4,17,280976.0,0
190,30,495870.0,1
22,77,1272887.0,0
18,4,66128.0,0
19,180,2975940.0,0
5,31,512585.0,0
107,55,909480.0,0
3,45,744255.0,0
54,5,82710.0,0
165,3,49635.0,1
291,31,512926.0,1
10,925,15307825.0,3
109,261,4319550.0,0
96,32,529632.0,0
243,17,281384.0,1
163,86,1423558.0,1
3,74,1224996.0,0
35,17,281435.0,0
67,207,3427092.0,0
24,11,182127.0,0
1,474,7848492.0,3
21,58,960480.0,0
6,31,513391.0,0
54,19,314697.0,0
364,3,49695.0,1
15,19,314754.0,0
194,35,579845.0,1
3,5,82845.0,0
9,133,2203810.0,0
3,106,1756526.0,0
127,58,961176.0,0
74,46,762358.0,0
71,28,464072.0,0
365,1,16579.0,1
155,11,182391.0,1
113,6,99492.0,0
374,14,232162.0,1
80,31,514104.0,0
249,8,132688.0,1
232,13,215631.0,1
71,33,547437.0,0
69,10,165910.0,0
4,222,3683424.0,0
51,27,448011.0,0
75,53,879482.0,0
61,85,1410575.0,0
16,12,199152.0,0
4,7,116179.0,0
277,11,182578.0,1
4,62,1029200.0,0
41,30,498030.0,0
31,32,531264.0,0
75,34,564502.0,0
18,174,2889618.0,0
15,280,4650520.0,3
219,6,99660.0,1
186,11,182721.0,1
33,66,1096392.0,0
70,30,498390.0,0
183,26,431964.0,1
15,33,548328.0,0
236,5,83085.0,1
31,97,1611946.0,0
254,16,265904.0,1
4,9,149580.0,0
52,29,482009.0,0
246,5,83115.0,1
81,48,797952.0,0
275,23,382375.0,1
1,184,3059184.0,0
79,20,332540.0,0
30,119,1978732.0,0
74,60,997740.0,0
17,153,2544849.0,0
223,9,149706.0,1
32,72,1197864.0,0
23,95,1580610.0,0
25,52,865228.0,0
106,12,199692.0,0
5,35,582470.0,0
246,27,449361.0,1
178,62,1031928.0,1
170,14,233058.0,1
39,21,349608.0,0
72,24,399600.0,0
54,123,2048196.0,0
16,76,1265628.0,0
141,31,516274.0,0
18,258,4296990.0,0
22,80,1332480.0,0
10,192,3198144.0,0
368,8,133264.0,1
189,2,33318.0,1
16,17,283220.0,0
362,9,149985.0,1
19,32,533312.0,0
68,52,866684.0,0
15,20,333360.0,0
24,157,2617033.0,0
17,262,4367540.0,0
28,6,100026.0,0
2,117,1950624.0,0
55,93,1550682.0,0
34,92,1534192.0,0
3,170,2835260.0,0
366,3,50037.0,1
43,10,166800.0,0
73,44,733964.0,0
5,30,500460.0,0
4,281,4688204.0,3
61,62,1034470.0,0
47,547,9127242.0,3
1,62,1034656.0,0
76,16,267024.0,0
44,13,216970.0,0
256,3,50076.0,1
69,59,984887.0,0
135,10,166960.0,0
241,21,350637.0,1
227,5,83490.0,1
9,312,5210400.0,3
9,154,2571954.0,0
1,284,4744220.0,3
37,123,2054838.0,0
46,27,451116.0,0
85,79,1320011.0,0
19,394,6583740.0,3
3,22,367642.0,0
9,438,7319856.0,3
19,627,10479051.0,3
219,88,1470832.0,1
78,19,317585.0,0
267,3,50148.0,1
9,235,3928495.0,0
369,44,735592.0,1
15,198,3310362.0,0
26,25,418000.0,0
262,37,618677.0,1
17,228,3812616.0,0
91,42,702366.0,0
302,146,2441850.0,1
26,178,2977228.0,0
364,44,735988.0,1
46,263,4399464.0,0
36,664,11108056.0,3
52,84,1405320.0,0
32,28,468496.0,0
52,52,870168.0,0
79,119,1991465.0,0
53,1,16737.0,0
298,1,16738.0,1
172,16,267824.0,1
47,4,66968.0,0
29,192,3214656.0,0
11,236,3951584.0,0
87,356,5961220.0,3
5,447,7485462.0,3
25,45,753615.0,0
18,69,1155612.0,0
45,95,1591250.0,0
31,25,418775.0,0
373,9,150768.0,1
58,34,569602.0,0
372,2,33508.0,1
114,171,2865105.0,0
215,13,217828.0,1
319,7,117299.0,1
65,22,368676.0,0
8,43,720637.0,0
97,13,217893.0,0
20,63,1056006.0,0
185,24,402312.0,1
4,712,11935968.0,3
294,1,16765.0,1
273,34,570044.0,1
31,221,3705507.0,0
48,58,972544.0,0
260,38,637222.0,1
58,141,2364570.0,0
33,254,4259834.0,0
57,26,436098.0,0
68,49,821926.0,0
10,157,2633675.0,0
60,71,1191096.0,0
80,48,805296.0,0
74,16,268448.0,0
2,342,5738418.0,3
100,59,990020.0,0
365,19,318839.0,1
10,190,3188580.0,0
20,3,50352.0,0
123,148,2484624.0,0
8,5,83945.0,0
4,95,1595050.0,0
29,316,5305956.0,3
282,12,201504.0,1
57,16,268688.0,0
1,280,4702320.0,3
365,66,1108470.0,1
89,18,302328.0,0
11,156,2620800.0,0
163,120,2016120.0,1
65,24,403272.0,0
23,60,1008240.0,0
174,98,1646890.0,1
103,93,1562958.0,0
143,67,1126069.0,0
99,23,386584.0,0
23,150,2521350.0,0
192,16,268960.0,1
5,28,470708.0,0
361,15,252180.0,1
8,426,7162338.0,3
14,320,5380480.0,3
103,28,470848.0,0
3,95,1597615.0,0
11,191,3212238.0,0
96,26,437320.0,0
227,38,639274.0,1
16,26,437424.0,0
39,28,471100.0,0
51,22,370172.0,0
93,8,134624.0,0
157,11,185119.0,1
39,23,387090.0,0
184,12,201984.0,1
1,47,791151.0,0
228,24,404016.0,1
128,10,168350.0,0
40,11,185196.0,0
31,166,2794942.0,0
197,26,437788.0,1
9,298,5018022.0,3
37,117,1970397.0,0
64,64,1077888.0,0
43,379,6383497.0,3
50,11,185306.0,0
43,12,202164.0,0
53,14,235872.0,0
187,8,134792.0,1
334,19,320150.0,1
4,20,337020.0,0
10,9,151668.0,0
24,19,320245.0,0
15,2,33712.0,0
366,13,219154.0,1
106,72,1213848.0,0
60,8,134888.0,0
29,28,472164.0,0
141,11,185526.0,0
23,128,2159232.0,0
22,139,2345069.0,0
77,7,118104.0,0
5,289,4876297.0,3
64,123,2075625.0,0
12,156,2632812.0,0
25,6,101268.0,0
31,174,2937120.0,0
67,1,16881.0,0
67,39,658398.0,0
187,37,624671.0,1
38,26,438984.0,0
15,96,1620960.0,0
35,36,607932.0,0
195,135,2280015.0,1
2,186,3141726.0,0
1,99,1672308.0,0
367,45,760185.0,1
65,62,1047490.0,0
299,44,743468.0,1
26,158,2669884.0,0
8,123,2078577.0,0
12,82,1385800.0,0
116,44,743688.0,0
29,56,946568.0,0
4,665,11241160.0,3
5,200,3381000.0,0
82,86,1453916.0,0
29,140,2366980.0,0
64,19,321271.0,0
4,545,9215950.0,3
23,104,1758848.0,0
290,8,135304.0,1
36,30,507420.0,0
9,57,964155.0,0
24,136,2300576.0,0
277,9,152253.0,1
50,130,2199340.0,0
156,326,5515594.0,3
61,55,930655.0,0
12,650,10999950.0,3
21,87,1472388.0,0
371,14,236964.0,1
116,6,101562.0,0
80,208,3521024.0,0
4,77,1303533.0,0
26,53,897290.0,0
5,886,15000866.0,3
53,48,812736.0,0
1,49,829717.0,0
55,61,1032974.0,0
26,56,948416.0,0
9,236,3997368.0,0
52,305,5166700.0,3
13,279,4726818.0,3
212,33,559119.0,1
22,249,4219305.0,0
236,21,355887.0,1
139,19,322012.0,0
4,61,1033889.0,0
57,42,711900.0,0
123,87,1474737.0,0
109,16,271232.0,0
30,1,16953.0,0
1,54,915516.0,0
185,26,440830.0,1
9,18,305208.0,0
239,16,271312.0,1
87,7,118713.0,0
39,101,1712960.0,0
116,14,237454.0,0
187,7,118741.0,1
227,26,441090.0,1
8,31,525946.0,0
189,21,356307.0,1
4,31,526008.0,0
39,42,712698.0,0
3,42,712782.0,0
267,2,33952.0,1
78,39,662142.0,0
4,91,1545089.0,0
255,81,1375380.0,1
61,22,373604.0,0
13,144,2445552.0,0
78,411,6980424.0,3
17,121,2055185.0,0
30,3,50958.0,0
3,128,2174336.0,0
5,7,118916.0,0
7,12,203868.0,0
219,1,16990.0,1
11,95,1614240.0,0
372,1,16995.0,1
30,41,696836.0,0
288,12,203964.0,1
150,6,101988.0,1
23,23,390977.0,0
1,169,2873169.0,0
73,50,850100.0,0
46,43,731172.0,0
5,44,748264.0,0
51,53,901371.0,0
17,12,204120.0,0
30,15,255165.0,0
8,73,1242022.0,0
29,214,3641210.0,0
3,268,4560556.0,3
41,16,272288.0,0
11,228,3880332.0,0
31,7,119154.0,0
45,3,51072.0,0
61,9,153225.0,0
185,4,68104.0,1
79,150,2554050.0,0
111,2,34058.0,0
64,11,187330.0,0
12,22,374682.0,0
86,28,476924.0,0
16,32,545088.0,0
246,32,545120.0,1
78,77,1311849.0,0
30,22,374836.0,0
138,15,255600.0,0
27,70,1192870.0,0
3,97,1653074.0,0
32,102,1738386.0,0
9,10,170440.0,0
113,22,374990.0,0
157,22,375012.0,1
85,65,1108055.0,0
115,48,818304.0,0
3,321,5472729.0,3
96,308,5251400.0,3
194,42,716142.0,1
28,83,1415316.0,0
129,14,238742.0,0
28,84,1432536.0,0
82,62,1057596.0,0
30,514,8768326.0,3
266,5,85300.0,1
74,101,1723161.0,0
314,70,1194340.0,1
9,82,1399166.0,0
59,61,1040904.0,0
143,1,17065.0,1
12,297,5069196.0,3
28,154,2628626.0,0
114,62,1058340.0,0
9,148,2526508.0,0
18,174,2970702.0,0
18,80,1366000.0,0
36,25,426900.0,0
36,28,478184.0,0
78,2,34158.0,0
22,9,153720.0,0
25,63,1076103.0,0
33,81,1383642.0,0
109,52,888316.0,0
35,149,2545516.0,0
123,188,3211980.0,0
7,96,1640256.0,0
28,115,1965120.0,0
4,62,1059580.0,0
3,198,3384018.0,0
50,124,2119408.0,0
318,15,256410.0,1
22,77,1316315.0,0
9,52,888992.0,0
2,213,3641661.0,0
18,65,1111500.0,0
10,42,718242.0,0
262,1,17102.0,1
159,90,1539450.0,1
33,419,7167833.0,3
29,120,2053080.0,0
165,12,205320.0,1
47,29,496219.0,0
6,131,2241934.0,0
8,43,735945.0,0
288,9,154053.0,1
318,10,171180.0,1
3,38,650522.0,0
233,18,308160.0,1
119,7,119854.0,0
162,9,154107.0,1
185,31,530844.0,1
50,35,599375.0,0
152,250,4281500.0,0
335,14,239792.0,1
5,134,2295554.0,0
16,27,462591.0,0
107,23,394082.0,0
16,52,891020.0,0
276,24,411312.0,1
16,486,8329554.0,3
247,18,308520.0,1
239,15,257130.0,1
1,48,822912.0,0
106,35,600110.0,0
23,85,1457495.0,0
52,9,154332.0,0
195,16,274432.0,1
24,14,240142.0,0
75,23,394542.0,0
18,20,343100.0,0
8,15,257355.0,0
32,67,1149586.0,0
22,102,1750218.0,0
31,229,3929640.0,0
29,105,1802010.0,0
22,5,85815.0,0
33,145,2488780.0,0
284,10,171650.0,1
39,14,240324.0,0
50,60,1030140.0,0
289,16,274736.0,1
75,16,274752.0,0
5,87,1494051.0,0
218,4,68696.0,1
44,64,1099200.0,0
202,15,257640.0,1
178,80,1374320.0,1
56,128,2199040.0,0
57,23,395163.0,0
8,76,1305908.0,0
47,2,34372.0,0
227,10,171870.0,1
11,89,1529732.0,0
106,60,1031340.0,0
59,20,343800.0,0
28,236,4057076.0,0
36,35,601755.0,0
274,29,498626.0,1
30,29,498713.0,0
24,96,1651008.0,0
54,38,653638.0,0
36,148,2546044.0,0
169,67,1152668.0,1
54,13,223665.0,0
53,7,120442.0,0
27,213,3665943.0,0
253,4,68848.0,1
40,164,2822932.0,0
60,102,1755828.0,0
234,9,154953.0,1
4,271,4666078.0,3
32,25,430475.0,0
24,467,8041740.0,3
7,62,1067702.0,0
65,27,464994.0,0
310,48,826704.0,1
309,21,361746.0,1
19,47,809669.0,0
16,208,3583424.0,0
96,47,809763.0,0
264,73,1257790.0,1
12,536,9235816.0,3
3,35,603120.0,0
35,25,430825.0,0
183,14,241276.0,1
25,29,499815.0,0
13,105,1809780.0,0
11,19,327503.0,0
3,555,9567090.0,3
313,16,275824.0,1
108,40,689680.0,0
1,394,6793742.0,3
53,31,534564.0,0
205,9,155205.0,1
15,54,931338.0,0
120,69,1190112.0,0
4,56,966000.0,0
363,37,638287.0,1
117,86,1483672.0,0
18,18,310554.0,0
5,111,1915194.0,0
41,74,1276870.0,0
107,16,276096.0,0
148,116,2002044.0,0
52,12,207144.0,0
208,23,397049.0,1
139,122,2106330.0,0
2,73,1260418.0,0
127,37,638879.0,0
108,6,103608.0,0
42,116,2003552.0,0
35,25,431850.0,0
228,69,1192113.0,1
241,15,259170.0,1
58,9,155511.0,0
130,89,1538098.0,0
60,293,5064212.0,3
22,44,760584.0,0
26,122,2109014.0,0
9,140,2420320.0,0
32,105,1815345.0,0
4,96,1659840.0,0
308,1,17291.0,1
8,132,2282676.0,0
29,68,1176060.0,0
17,49,847553.0,0
101,30,518940.0,0
12,55,951445.0,0
21,59,1020759.0,0
15,81,1401462.0,0
361,53,917059.0,1
11,69,1194114.0,0
365,1,17307.0,1
95,12,207708.0,0
78,55,952105.0,0
139,14,242368.0,0
18,28,484764.0,0
25,136,2354704.0,0
1,485,8397775.0,3
46,11,190487.0,0
100,73,1264360.0,0
8,99,1714779.0,0
15,199,3447277.0,0
18,49,848876.0,0
280,6,103950.0,1
14,33,571857.0,0
23,6,103980.0,0
124,1,17331.0,0
86,28,485324.0,0
301,12,208008.0,1
151,526,9119262.0,3
17,725,12570050.0,3
94,9,156051.0,0
9,424,7352160.0,3
157,157,2722537.0,1
355,17,294831.0,1
46,31,537664.0,0
15,83,1439635.0,0
4,486,8430156.0,3
86,1,17347.0,0
15,213,3695124.0,0
179,8,138792.0,1
8,71,1231850.0,0
36,27,468477.0,0
129,8,138824.0,0
51,16,277664.0,0
312,19,329764.0,1
24,44,763708.0,0
303,58,1006764.0,1
